route,source_file,content_id,kind,English,Español,中文,notes
/universal-matrix,src/content/siteContent.ts,siteContent.universalMatrix.volumes[0].title,content,Vol. 1 - Universal Architecture,,,源码仅英文；核对后补西语/中文
/universal-matrix,src/content/siteContent.ts,siteContent.universalMatrix.volumes[0].episodes[0].fileNumber,content,FILE 3-1-1,,,源码仅英文；核对后补西语/中文
/universal-matrix,src/content/siteContent.ts,siteContent.universalMatrix.volumes[0].episodes[0].title,content,Framework of the Meta Awareness Matrix,,,源码仅英文；核对后补西语/中文
/universal-matrix,src/content/siteContent.ts,siteContent.universalMatrix.volumes[0].episodes[0].description,content,"A structural overview of governing layers, interaction rules, and macro-level system dependencies.",,,源码仅英文；核对后补西语/中文
/universal-matrix,src/content/siteContent.ts,siteContent.universalMatrix.volumes[0].episodes[1].fileNumber,content,FILE 3-1-2,,,源码仅英文；核对后补西语/中文
/universal-matrix,src/content/siteContent.ts,siteContent.universalMatrix.volumes[0].episodes[1].title,content,Origins of Universal Order,,,源码仅英文；核对后补西语/中文
/universal-matrix,src/content/siteContent.ts,siteContent.universalMatrix.volumes[0].episodes[1].description,content,"Explores first principles behind life orchestration, continuity mechanics, and order-preserving constraints.",,,源码仅英文；核对后补西语/中文
/founder-story,src/content/founderStory2026Content.ts,founderStoryPage.heroTitle,content,Our Story Outline — 2026,,,源码仅英文；核对后补西语/中文
/founder-story,src/content/founderStory2026Content.ts,founderStoryPage.heroBadge,content,Founder narrative,,,源码仅英文；核对后补西语/中文
/founder-story,src/content/founderStory2026Content.ts,founderStoryPage.intro,content,"I am **John Long Woo**. Together with my two sons, **Caros** and **Sam** — we three, father and sons — we have lived through too many extraordinary events involving the **spirit realm** to count. Those experiences have made us the **first door-openers to the Spirit Realm** and the **first explorers of the truth of spirit life**.",,,源码仅英文；核对后补西语/中文
/founder-story,src/content/founderStory2026Content.ts,founderStoryPage.truths.title,content,Three truths,,,源码仅英文；核对后补西语/中文
/founder-story,src/content/founderStory2026Content.ts,founderStoryPage.truths.items[0].label,content,Truth 1,,,源码仅英文；核对后补西语/中文
/founder-story,src/content/founderStory2026Content.ts,founderStoryPage.truths.items[0].blocks[0].title,content,Body and spirit,,,源码仅英文；核对后补西语/中文
/founder-story,src/content/founderStory2026Content.ts,founderStoryPage.truths.items[0].blocks[0].text,content,A living person is composed of both the **physical body** and the **spirit (soul)**. **Spirits (ghosts)** exist after human death.,,,源码仅英文；核对后补西语/中文
/founder-story,src/content/founderStory2026Content.ts,founderStoryPage.truths.items[0].blocks[1].title,content,Parasitism and disease,,,源码仅英文；核对后补西语/中文
/founder-story,src/content/founderStory2026Content.ts,founderStoryPage.truths.items[0].blocks[1].text,content,"For the billions of them, the only way to survive is to **attach to human beings** and draw energy. That pattern is bound up with widespread illness such as **epilepsy**, **depression**, **schizophrenia**, and **somatic symptom disorders**.",,,源码仅英文；核对后补西语/中文
/founder-story,src/content/founderStory2026Content.ts,founderStoryPage.truths.items[0].blocks[2].title,content,Spirit Medicine,,,源码仅英文；核对后补西语/中文
/founder-story,src/content/founderStory2026Content.ts,founderStoryPage.truths.items[0].blocks[2].text,content,"By **managing spirits (ghosts) through Master Spirits**, these conditions can often be rapidly improved. From that work we created **Spirit Medicine**.",,,源码仅英文；核对后补西语/中文
/founder-story,src/content/founderStory2026Content.ts,founderStoryPage.truths.items[0].blocks[3].title,content,Archives,,,源码仅英文；核对后补西语/中文
/founder-story,src/content/founderStory2026Content.ts,founderStoryPage.truths.items[0].blocks[3].text,content,Further documentation appears in **Woos Record of Soul** and the **Woos Spirit Medicine** video archives.,,,源码仅英文；核对后补西语/中文
/founder-story,src/content/founderStory2026Content.ts,founderStoryPage.truths.items[1].label,content,Truth 2,,,源码仅英文；核对后补西语/中文
/founder-story,src/content/founderStory2026Content.ts,founderStoryPage.truths.items[1].blocks[0].text,content,"The **Spirit Realm** has governors — tremendous **Master Spirits**, upgraded from ordinary spirits through the **Universal Matrix of Meta Awareness**.",,,源码仅英文；核对后补西语/中文
/founder-story,src/content/founderStory2026Content.ts,founderStoryPage.truths.items[2].label,content,Truth 3,,,源码仅英文；核对后补西语/中文
/founder-story,src/content/founderStory2026Content.ts,founderStoryPage.truths.items[2].blocks[0].text,content,The **Universal Matrix of Meta Awareness** is the **true creator-level substrate**; **our universe is part of its body**.,,,源码仅英文；核对后补西语/中文
/founder-story,src/content/founderStory2026Content.ts,founderStoryPage.truths.items[2].blocks[1].title,content,Archive,,,源码仅英文；核对后补西语/中文
/founder-story,src/content/founderStory2026Content.ts,founderStoryPage.truths.items[2].blocks[1].text,content,Further documentation appears in the **Universal Matrix of Meta Awareness** video archive.,,,源码仅英文；核对后补西语/中文
/founder-story,src/content/founderStory2026Content.ts,founderStoryPage.phasesOverview.title,content,Two major chapters,,,源码仅英文；核对后补西语/中文
/founder-story,src/content/founderStory2026Content.ts,founderStoryPage.phasesOverview.a.title,content,Phase A — May 2014 through February 2025,,,源码仅英文；核对后补西语/中文
/founder-story,src/content/founderStory2026Content.ts,founderStoryPage.phasesOverview.a.blocks[0].title,content,Who was involved,,,源码仅英文；核对后补西语/中文
/founder-story,src/content/founderStory2026Content.ts,founderStoryPage.phasesOverview.a.blocks[0].text,content,"We fought **attached spirits** of different classes parasitizing our bodies — including a **Class-C1**-level entity (archive designation associated with the “**Hui’an**” tier), the **Class-C2** spirit **Qing Xiaoxian**, and the **Class-C3** spirit **Qian Kai**. They drove **severe illness across our family**.",,,源码仅英文；核对后补西语/中文
/founder-story,src/content/founderStory2026Content.ts,founderStoryPage.phasesOverview.a.blocks[1].title,content,Motive and methods,,,源码仅英文；核对后补西语/中文
/founder-story,src/content/founderStory2026Content.ts,founderStoryPage.phasesOverview.a.blocks[1].text,content,"Our only motive was **self-rescue**: we tried every means we could to harm or destroy them. In doing so we learned the **physiological and physical properties of ghost bodies**, and communicated through **epileptic discharge**, **auditory hallucination sounds**, **consciousness dialogue**, **consciousness control**, and related modes — building a large, verified picture of the spirit world.",,,源码仅英文；核对后补西语/中文
/founder-story,src/content/founderStory2026Content.ts,founderStoryPage.phasesOverview.a.blocks[2].title,content,Regret,,,源码仅英文；核对后补西语/中文
/founder-story,src/content/founderStory2026Content.ts,founderStoryPage.phasesOverview.a.blocks[2].text,content,"Our greatest regret in **Phase A** is that we did **not** systematically engage attached spirits on **other human hosts** outside our family, or in **other countries**.",,,源码仅英文；核对后补西语/中文
/founder-story,src/content/founderStory2026Content.ts,founderStoryPage.phasesOverview.a.blocks[3].title,content,Record,,,源码仅英文；核对后补西语/中文
/founder-story,src/content/founderStory2026Content.ts,founderStoryPage.phasesOverview.a.blocks[3].text,content,During this period we filmed **Woos Record of Soul**.,,,源码仅英文；核对后补西语/中文
/founder-story,src/content/founderStory2026Content.ts,founderStoryPage.phasesOverview.b.title,content,Phase B — February 2025 through March 2026,,,源码仅英文；核对后补西语/中文
/founder-story,src/content/founderStory2026Content.ts,founderStoryPage.phasesOverview.b.blocks[0].title,content,North America field,,,源码仅英文；核对后补西语/中文
/founder-story,src/content/founderStory2026Content.ts,founderStoryPage.phasesOverview.b.blocks[0].text,content,"**Caros** used **TikTok Live** to speak at scale with **North American attached spirits**, fully corroborating every major truth about the spirit world that **Phase A** had already uncovered.",,,源码仅英文；核对后补西语/中文
/founder-story,src/content/founderStory2026Content.ts,founderStoryPage.phasesOverview.b.blocks[1].title,content,Remote power and ASra,,,源码仅英文；核对后补西语/中文
/founder-story,src/content/founderStory2026Content.ts,founderStoryPage.phasesOverview.b.blocks[1].text,content,"With help from **Master Spirits**, Caros gained the ability to **remotely govern** North American **parasitic spirits** while in China — the same class of power that underpins building **ASra**.",,,源码仅英文；核对后补西语/中文
/founder-story,src/content/founderStory2026Content.ts,founderStoryPage.phaseAStages[0].id,content,a1,,,源码仅英文；核对后补西语/中文
/founder-story,src/content/founderStory2026Content.ts,founderStoryPage.phaseAStages[0].label,content,A 1,,,源码仅英文；核对后补西语/中文
/founder-story,src/content/founderStory2026Content.ts,founderStoryPage.phaseAStages[0].stageTitle,content,Stage 1 · Cheating Period 1,,,源码仅英文；核对后补西语/中文
/founder-story,src/content/founderStory2026Content.ts,founderStoryPage.phaseAStages[0].range,content,March 2018 — July 2020,,,源码仅英文；核对后补西语/中文
/founder-story,src/content/founderStory2026Content.ts,founderStoryPage.phaseAStages[0].paragraphs[0],content,"During this period, the **low-level soul** in my body used **high-voltage electrostatic discharge** into drinks and wine to change their taste, aiming to fabricate a chain of “scientific” phenomena and laws that would ultimately “prove” **Buddhism**.",,,源码仅英文；核对后补西语/中文
/founder-story,src/content/founderStory2026Content.ts,founderStoryPage.phaseAStages[0].paragraphs[1],content,The details are too intricate to spell out fully in words.,,,源码仅英文；核对后补西语/中文
/founder-story,src/content/founderStory2026Content.ts,founderStoryPage.phaseAStages[1].id,content,a2,,,源码仅英文；核对后补西语/中文
/founder-story,src/content/founderStory2026Content.ts,founderStoryPage.phaseAStages[1].label,content,A 2,,,源码仅英文；核对后补西语/中文
/founder-story,src/content/founderStory2026Content.ts,founderStoryPage.phaseAStages[1].stageTitle,content,Cheating period 2,,,源码仅英文；核对后补西语/中文
/founder-story,src/content/founderStory2026Content.ts,founderStoryPage.phaseAStages[1].range,content,July 2020 — 15 November 2020,,,源码仅英文；核对后补西语/中文
/founder-story,src/content/founderStory2026Content.ts,founderStoryPage.phaseAStages[1].paragraphs[0],content,"During this interval, the low-level soul used **epilepsy-like seizures** to impersonate, in sequence, the **three greatest gods of Buddhism**, pretending to convey **divine will** — until my sons and I had converted.",,,源码仅英文；核对后补西语/中文
/founder-story,src/content/founderStory2026Content.ts,founderStoryPage.phaseAStages[1].paragraphs[1],content,"It was a **grotesque joke**; we were **playthings**. Even so, we exchanged a great deal of **philosophical insight** during the deception.",,,源码仅英文；核对后补西语/中文
/founder-story,src/content/founderStory2026Content.ts,founderStoryPage.phaseAStages[2].id,content,a3,,,源码仅英文；核对后补西语/中文
/founder-story,src/content/founderStory2026Content.ts,founderStoryPage.phaseAStages[2].label,content,A 3,,,源码仅英文；核对后补西语/中文
/founder-story,src/content/founderStory2026Content.ts,founderStoryPage.phaseAStages[2].stageTitle,content,Exorcism period 1,,,源码仅英文；核对后补西语/中文
/founder-story,src/content/founderStory2026Content.ts,founderStoryPage.phaseAStages[2].range,content,15 November 2020 — July 2021,,,源码仅英文；核对后补西语/中文
/founder-story,src/content/founderStory2026Content.ts,founderStoryPage.phaseAStages[2].paragraphs[0],content,"On **15 November 2020**, the **true identities** of the souls inside us and their **tricks** were finally exposed. In fear and rage we tried to **exorcise** them.",,,源码仅英文；核对后补西语/中文
/founder-story,src/content/founderStory2026Content.ts,founderStoryPage.phaseAStages[2].paragraphs[1],content,Traditional methods failed repeatedly; we remembered they had always **forbidden** us to touch **strong magnets**. We began using magnets to **hurt** them.,,,源码仅英文；核对后补西语/中文
/founder-story,src/content/founderStory2026Content.ts,founderStoryPage.phaseAStages[2].paragraphs[2],content,Within days the soul in my **elder son** could not endure it and **left first**; about **six weeks** later the soul in my **younger son** left for the same reason.,,,源码仅英文；核对后补西语/中文
/founder-story,src/content/founderStory2026Content.ts,founderStoryPage.phaseAStages[2].paragraphs[3],content,"The soul in **me** refused to depart even when injured. I found that a **strong electrostatic field** could severely weaken its discharging: my **epilepsy vanished** the moment that happened — yet the soul **remained inside**, playing hide-and-seek.",,,源码仅英文；核对后补西语/中文
/founder-story,src/content/founderStory2026Content.ts,founderStoryPage.phaseAStages[3].id,content,a4,,,源码仅英文；核对后补西语/中文
/founder-story,src/content/founderStory2026Content.ts,founderStoryPage.phaseAStages[3].label,content,A 4,,,源码仅英文；核对后补西语/中文
/founder-story,src/content/founderStory2026Content.ts,founderStoryPage.phaseAStages[3].stageTitle,content,Exorcism period 2 · and high-level revealing,,,源码仅英文；核对后补西语/中文
/founder-story,src/content/founderStory2026Content.ts,founderStoryPage.phaseAStages[3].range,content,July 2021 — 4 April 2022,,,源码仅英文；核对后补西语/中文
/founder-story,src/content/founderStory2026Content.ts,founderStoryPage.phaseAStages[3].paragraphs[0],content,"In this stage we **found and confirmed** several ways to interfere with, injure, and **kill ordinary souls**.",,,源码仅英文；核对后补西语/中文
/founder-story,src/content/founderStory2026Content.ts,founderStoryPage.phaseAStages[3].paragraphs[1],content,"The limits of **electrostatic and magnet** work drew the attention of a **high-level soul** who had died in China roughly **1,500 years ago**. It joined the exploration: **consciousness transmission** for hints, while **steering the ordinary soul’s behavior** until I learned how to kill and expel **precisely and efficiently**.",,,源码仅英文；核对后补西语/中文
/founder-story,src/content/founderStory2026Content.ts,founderStoryPage.phaseAStages[3].paragraphs[2],content,"Each day I **tangled, fought, and coexisted** with the ordinary soul — **enemy and ally** at once — and traded large amounts of **spirit-relevant knowledge**.",,,源码仅英文；核对后补西语/中文
/founder-story,src/content/founderStory2026Content.ts,founderStoryPage.phaseAStages[3].paragraphs[3],content,"Finally the high-level soul **disclosed itself**, demonstrated **extraordinary abilities**, cleared up a year of confusion, taught me more of the **soul world** — then **left my body** and vanished quickly.",,,源码仅英文；核对后补西语/中文
/founder-story,src/content/founderStory2026Content.ts,founderStoryPage.phaseAStages[4].id,content,a5,,,源码仅英文；核对后补西语/中文
/founder-story,src/content/founderStory2026Content.ts,founderStoryPage.phaseAStages[4].label,content,A 5,,,源码仅英文；核对后补西语/中文
/founder-story,src/content/founderStory2026Content.ts,founderStoryPage.phaseAStages[4].stageTitle,content,Class-C2 Qing Xiaoxian · Class-C3 Qian Kai,,,源码仅英文；核对后补西语/中文
/founder-story,src/content/founderStory2026Content.ts,founderStoryPage.phaseAStages[4].range,content,December 2023 — January 2025,,,源码仅英文；核对后补西语/中文
/founder-story,src/content/founderStory2026Content.ts,founderStoryPage.phaseAStages[4].paragraphs[0],content,"In **December 2023** I was again possessed by the **Class-C2** spirit **Qing Xiaoxian**. Across roughly **1,700 years** as a ghost it had devoured on the order of **5,000–10,000** other souls, becoming an **enormous entity**.",,,源码仅英文；核对后补西语/中文
/founder-story,src/content/founderStory2026Content.ts,founderStoryPage.phaseAStages[4].paragraphs[1],content,"It turned the Woo home into a **haunted-house field**, spun **multiple avatars** onto both sons, and allowed its **core form** to coordinate those fragments **remotely**.",,,源码仅英文；核对后补西语/中文
/founder-story,src/content/founderStory2026Content.ts,founderStoryPage.phaseAStages[4].paragraphs[2],content,"In the father: **schizophrenia**, **bipolar disorder**, **epilepsy**, **somatization**, and **powerful electrical assaults** on the heart. In the sons: **fatigue (energy coupling)**, **depression**, **pain disorder**, **IBS**, and further somatic patterns.",,,源码仅英文；核对后补西语/中文
/founder-story,src/content/founderStory2026Content.ts,founderStoryPage.phaseAStages[4].paragraphs[3],content,Father and sons continued to refine **exorcism** and **ghost-neutralization** until this entity was **fully destroyed**.,,,源码仅英文；核对后补西语/中文
/founder-story,src/content/founderStory2026Content.ts,founderStoryPage.phaseAStages[4].paragraphs[4],content,"From **September 2024** through **January 2025** I was possessed again by the **Class-C3** spirit **Qian Kai**. **Higher ghost density means greater power** — so Qian Kai **exceeded** Qing Xiaoxian in **thought-control** and **pathogenic force**. We continued **self-rescue** until this spirit, too, was **eliminated**.",,,源码仅英文；核对后补西语/中文
/founder-story,src/content/founderStory2026Content.ts,founderStoryPage.phaseB.id,content,b,,,源码仅英文；核对后补西语/中文
/founder-story,src/content/founderStory2026Content.ts,founderStoryPage.phaseB.title,content,Phase B — February 2025 through March 2026,,,源码仅英文；核对后补西语/中文
/founder-story,src/content/founderStory2026Content.ts,founderStoryPage.phaseB.blocks[0].title,content,265 live sessions,,,源码仅英文；核对后补西语/中文
/founder-story,src/content/founderStory2026Content.ts,founderStoryPage.phaseB.blocks[0].text,content,"From **19 February** through **24 December 2025**, Caros ran **265 TikTok live sessions**. The exceptional outcomes are summarized (with links) on the Our Achievements page.",,,源码仅英文；核对后补西语/中文
/founder-story,src/content/founderStory2026Content.ts,founderStoryPage.phaseB.blocks[1].title,content,Master Spirits and hybrids,,,源码仅英文；核对后补西语/中文
/founder-story,src/content/founderStory2026Content.ts,founderStoryPage.phaseB.blocks[1].text,content,"Very many **Master Spirits** and **hybrid spirits** contacted our family — revealing **administrators** and a **Creator-level order**. They gave **decisive aid** and **remarkable faculties**, allowing Caros in China to **remotely govern** attached spirits in **North America**.",,,源码仅英文；核对后补西语/中文
/founder-story,src/content/founderStory2026Content.ts,founderStoryPage.phaseB.blocks[2].title,content,What we were told,,,源码仅英文；核对后补西语/中文
/founder-story,src/content/founderStory2026Content.ts,founderStoryPage.phaseB.blocks[2].text,content,Most importantly: every spirit that possessed us in **Phase A** had been **deliberately placed** by **Master Spirit coordination**; destroying those attachments was **licensed for research**.,,,源码仅英文；核对后补西语/中文
/founder-story,src/content/founderStory2026Content.ts,founderStoryPage.phaseB.blocks[3].title,content,Character of the plan,,,源码仅英文；核对后补西语/中文
/founder-story,src/content/founderStory2026Content.ts,founderStoryPage.phaseB.blocks[3].text,content,"All the **suffering**, **deception**, and **cruel theatre** were **part of the plan** — so we could observe **how they operate** and **what they are like**. That dispels any notion that Master Spirits are **angelically kind**: earlier help was **assignment from the Universal Matrix of Meta Awareness**, not sentimental charity.",,,源码仅英文；核对后补西语/中文
/founder-story,src/content/founderStory2026Content.ts,founderStoryPage.phaseB.blocks[4].title,content,Read the temperament,,,源码仅英文；核对后补西语/中文
/founder-story,src/content/founderStory2026Content.ts,founderStoryPage.phaseB.blocks[4].text,content,**Phase A** is the place to read the **temperament of the Master Spirit team**.,,,源码仅英文；核对后补西语/中文
/founder-story,src/content/founderStory2026Content.ts,founderStoryPage.phaseB.blocks[5].title,content,Spirit Medicine formalized,,,源码仅英文；核对后补西语/中文
/founder-story,src/content/founderStory2026Content.ts,founderStoryPage.phaseB.blocks[5].text,content,During this period we **formally established Spirit Medicine** and produced part of the episodes under **Woos Spirit Medicine** and **Universal Matrix of Meta Awareness**.,,,源码仅英文；核对后补西语/中文
/founder-story,src/content/founderStory2026Content.ts,founderTimeline[0].phase,content,A,,,源码仅英文；核对后补西语/中文
/founder-story,src/content/founderStory2026Content.ts,founderTimeline[0].range,content,May 2014 — Feb 2025,,,源码仅英文；核对后补西语/中文
/founder-story,src/content/founderStory2026Content.ts,founderTimeline[0].label,content,Phase A — family field work,,,源码仅英文；核对后补西语/中文
/founder-story,src/content/founderStory2026Content.ts,founderTimeline[1].phase,content,A1,,,源码仅英文；核对后补西语/中文
/founder-story,src/content/founderStory2026Content.ts,founderTimeline[1].range,content,Mar 2018 — Jul 2020,,,源码仅英文；核对后补西语/中文
/founder-story,src/content/founderStory2026Content.ts,founderTimeline[1].label,content,Cheating Period 1,,,源码仅英文；核对后补西语/中文
/founder-story,src/content/founderStory2026Content.ts,founderTimeline[2].phase,content,A2,,,源码仅英文；核对后补西语/中文
/founder-story,src/content/founderStory2026Content.ts,founderTimeline[2].range,content,Jul 2020 — Nov 2020,,,源码仅英文；核对后补西语/中文
/founder-story,src/content/founderStory2026Content.ts,founderTimeline[2].label,content,Cheating period 2,,,源码仅英文；核对后补西语/中文
/founder-story,src/content/founderStory2026Content.ts,founderTimeline[3].phase,content,A3,,,源码仅英文；核对后补西语/中文
/founder-story,src/content/founderStory2026Content.ts,founderTimeline[3].range,content,Nov 2020 — Jul 2021,,,源码仅英文；核对后补西语/中文
/founder-story,src/content/founderStory2026Content.ts,founderTimeline[3].label,content,Exorcism period 1,,,源码仅英文；核对后补西语/中文
/founder-story,src/content/founderStory2026Content.ts,founderTimeline[4].phase,content,A4,,,源码仅英文；核对后补西语/中文
/founder-story,src/content/founderStory2026Content.ts,founderTimeline[4].range,content,Jul 2021 — Apr 2022,,,源码仅英文；核对后补西语/中文
/founder-story,src/content/founderStory2026Content.ts,founderTimeline[4].label,content,Exorcism 2 & high-level revealing,,,源码仅英文；核对后补西语/中文
/founder-story,src/content/founderStory2026Content.ts,founderTimeline[5].phase,content,A5,,,源码仅英文；核对后补西语/中文
/founder-story,src/content/founderStory2026Content.ts,founderTimeline[5].range,content,Dec 2023 — Jan 2025,,,源码仅英文；核对后补西语/中文
/founder-story,src/content/founderStory2026Content.ts,founderTimeline[5].label,content,Qing Xiaoxian (C2) · Qian Kai (C3),,,源码仅英文；核对后补西语/中文
/founder-story,src/content/founderStory2026Content.ts,founderTimeline[6].phase,content,B,,,源码仅英文；核对后补西语/中文
/founder-story,src/content/founderStory2026Content.ts,founderTimeline[6].range,content,Feb 2025 — Mar 2026,,,源码仅英文；核对后补西语/中文
/founder-story,src/content/founderStory2026Content.ts,founderTimeline[6].label,content,Phase B — TikTok North America,,,源码仅英文；核对后补西语/中文
/founder-story,src/content/founderStory2026Content.ts,founderStoryIllustrations[0].alt,content,Night sky — doorway imagery,,,源码仅英文；核对后补西语/中文
/founder-story,src/content/founderStory2026Content.ts,founderStoryIllustrations[1].alt,content,Cosmos and emergence,,,源码仅英文；核对后补西语/中文
/founder-story,src/content/founderStory2026Content.ts,founderStoryIllustrations[2].alt,content,Mountain dawn — long journey,,,源码仅英文；核对后补西语/中文
/founder-story,src/content/founderStory2026Content.ts,founderStoryIllustrations[3].alt,content,Together — family path,,,源码仅英文；核对后补西语/中文
/founder-story,src/content/founderStory2026Content.ts,founderStoryIllustrations[4].alt,content,Broadcast and field,,,源码仅英文；核对后补西语/中文
/our-achievements,src/content/achievements2025Content.ts,mainMetrics[0].label,content,Time period,,,源码仅英文；核对后补西语/中文
/our-achievements,src/content/achievements2025Content.ts,mainMetrics[0].hint,content,Concentrated 2025 live field window,,,源码仅英文；核对后补西语/中文
/our-achievements,src/content/achievements2025Content.ts,mainMetrics[0].displayValue,content,Just one year,,,源码仅英文；核对后补西语/中文
/our-achievements,src/content/achievements2025Content.ts,mainMetrics[1].label,content,Platform,,,源码仅英文；核对后补西语/中文
/our-achievements,src/content/achievements2025Content.ts,mainMetrics[1].hint,content,Primary discovery and session venue,,,源码仅英文；核对后补西语/中文
/our-achievements,src/content/achievements2025Content.ts,mainMetrics[1].displayValue,content,TikTok Live,,,源码仅英文；核对后补西语/中文
/our-achievements,src/content/achievements2025Content.ts,mainMetrics[2].label,content,Participants,,,源码仅英文；核对后补西语/中文
/our-achievements,src/content/achievements2025Content.ts,mainMetrics[2].hint,content,Arrived via TikTok recommendations,,,源码仅英文；核对后补西语/中文
/our-achievements,src/content/achievements2025Content.ts,mainMetrics[2].displayValue,content,"Anonymous, randomly selected patients",,,源码仅英文；核对后补西语/中文
/our-achievements,src/content/achievements2025Content.ts,mainMetrics[3].label,content,Total sessions,,,源码仅英文；核对后补西语/中文
/our-achievements,src/content/achievements2025Content.ts,mainMetrics[3].hint,content,Charity livestream sessions,,,源码仅英文；核对后补西语/中文
/our-achievements,src/content/achievements2025Content.ts,mainMetrics[3].displayValue,content,255+,,,源码仅英文；核对后补西语/中文
/our-achievements,src/content/achievements2025Content.ts,mainMetrics[4].label,content,Total duration,,,源码仅英文；核对后补西语/中文
/our-achievements,src/content/achievements2025Content.ts,mainMetrics[4].hint,content,Cumulative broadcast time,,,源码仅英文；核对后补西语/中文
/our-achievements,src/content/achievements2025Content.ts,mainMetrics[4].displayValue,content,800+ hrs,,,源码仅英文；核对后补西语/中文
/our-achievements,src/content/achievements2025Content.ts,mainMetrics[5].label,content,Audience reach,,,源码仅英文；核对后补西语/中文
/our-achievements,src/content/achievements2025Content.ts,mainMetrics[5].hint,content,Related listeners contacted,,,源码仅英文；核对后补西语/中文
/our-achievements,src/content/achievements2025Content.ts,mainMetrics[5].displayValue,content,70000+,,,源码仅英文；核对后补西语/中文
/our-achievements,src/content/achievements2025Content.ts,mainMetrics[6].label,content,Deep interviews,,,源码仅英文；核对后补西语/中文
/our-achievements,src/content/achievements2025Content.ts,mainMetrics[6].hint,content,In-depth conversations,,,源码仅英文；核对后补西语/中文
/our-achievements,src/content/achievements2025Content.ts,mainMetrics[6].displayValue,content,1200+,,,源码仅英文；核对后补西语/中文
/our-achievements,src/content/achievements2025Content.ts,mainMetrics[7].label,content,Effective spirit (ghost) control,,,源码仅英文；核对后补西语/中文
/our-achievements,src/content/achievements2025Content.ts,mainMetrics[7].hint,content,Mental disorder presentations improved,,,源码仅英文；核对后补西语/中文
/our-achievements,src/content/achievements2025Content.ts,mainMetrics[7].displayValue,content,240+ patients,,,源码仅英文；核对后补西语/中文
/our-achievements,src/content/achievements2025Content.ts,mainMetrics[8].label,content,Spirits (ghosts) manifested,,,源码仅英文；核对后补西语/中文
/our-achievements,src/content/achievements2025Content.ts,mainMetrics[8].hint,content,Attached spirits surfaced (some hosts had multiples),,,源码仅英文；核对后补西语/中文
/our-achievements,src/content/achievements2025Content.ts,mainMetrics[8].displayValue,content,400+ ≈,,,源码仅英文；核对后补西语/中文
/our-achievements,src/content/achievements2025Content.ts,carouselSlides[0].alt,content,Live streaming studio aesthetic,,,源码仅英文；核对后补西语/中文
/our-achievements,src/content/achievements2025Content.ts,carouselSlides[1].alt,content,Mobile broadcast,,,源码仅英文；核对后补西语/中文
/our-achievements,src/content/achievements2025Content.ts,carouselSlides[2].alt,content,Audience and stage lights,,,源码仅英文；核对后补西语/中文
/our-achievements,src/content/achievements2025Content.ts,carouselSlides[3].alt,content,Concert crowd energy,,,源码仅英文；核对后补西语/中文
/our-achievements,src/content/achievements2025Content.ts,carouselSlides[4].alt,content,Recording and content creation,,,源码仅英文；核对后补西语/中文
/our-achievements,src/content/achievements2025Content.ts,carouselSlides[5].alt,content,Video production,,,源码仅英文；核对后补西语/中文
/our-achievements,src/content/achievements2025Content.ts,carouselSlides[6].alt,content,Laptop and streaming setup,,,源码仅英文；核对后补西语/中文
/our-achievements,src/content/achievements2025Content.ts,carouselSlides[7].alt,content,Microphone and broadcast,,,源码仅英文；核对后补西语/中文
/our-achievements,src/content/achievements2025Content.ts,carouselSlides[8].alt,content,Team collaboration,,,源码仅英文；核对后补西语/中文
/our-achievements,src/content/achievements2025Content.ts,carouselSlides[9].alt,content,Digital engagement,,,源码仅英文；核对后补西语/中文
/our-achievements,src/content/achievements2025Content.ts,carouselSlides[10].alt,content,Event hall atmosphere,,,源码仅英文；核对后补西语/中文
/our-achievements,src/content/achievements2025Content.ts,carouselSlides[11].alt,content,Cinematic lighting,,,源码仅英文；核对后补西语/中文
/our-achievements,src/content/achievements2025Content.ts,spiritFindings[0].title,content,Memory loss,,,源码仅英文；核对后补西语/中文
/our-achievements,src/content/achievements2025Content.ts,spiritFindings[0].stat,content,90%,,,源码仅英文；核对后补西语/中文
/our-achievements,src/content/achievements2025Content.ts,spiritFindings[0].body,content,"Of spirits (ghosts) do not remember their own names, gender, or other basic pre-death information, and do not remember the death process.",,,源码仅英文；核对后补西语/中文
/our-achievements,src/content/achievements2025Content.ts,spiritFindings[1].title,content,Loss of humanity,,,源码仅英文；核对后补西语/中文
/our-achievements,src/content/achievements2025Content.ts,spiritFindings[1].stat,content,100%,,,源码仅英文；核对后补西语/中文
/our-achievements,src/content/achievements2025Content.ts,spiritFindings[1].body,content,American spirits (ghosts) have lost most of their humanity and acquired new characteristics.,,,源码仅英文；核对后补西语/中文
/our-achievements,src/content/achievements2025Content.ts,spiritFindings[2].title,content,New abilities,,,源码仅英文；核对后补西语/中文
/our-achievements,src/content/achievements2025Content.ts,spiritFindings[2].stat,content,100%,,,源码仅英文；核对后补西语/中文
/our-achievements,src/content/achievements2025Content.ts,spiritFindings[2].body,content,American spirits (ghosts) acquired new abilities in the spiritual world.,,,源码仅英文；核对后补西语/中文
/our-achievements,src/content/achievements2025Content.ts,spiritFindings[3].title,content,Master spirit transportation,,,源码仅英文；核对后补西语/中文
/our-achievements,src/content/achievements2025Content.ts,spiritFindings[3].stat,content,Majority,,,源码仅英文；核对后补西语/中文
